date,val,tweet,person,country
2019-06-29,0.485,"....again with China as our relationship with them continues to be a very good one. The quality of the transaction is far more important to me than speed. I am in no hurry, but things look very good! There will be no reduction in the Tariffs currently being charged to China.",Trump,China
2019-06-29,0.302857143,"I had a great meeting with President Xi of China yesterday, far better than expected. I agreed not to increase the already existing Tariffs that we charge China while we continue to negotiate. China has agreed that, during the negotiation, they will begin purchasing large......",Trump,China
2019-06-29,0.302857143,"I had a great meeting with President Xi of China yesterday, far better than expected. I agreed not to increase the already existing Tariffs that we charge China while we continue to negotiate. China has agreed that, during the negotiation, they will begin purchasing large.....",Trump,China
2019-06-30,0.8,"Leaving South Korea after a wonderful meeting with Chairman Kim Jong Un. Stood on the soil of North Korea, an important statement for all, and a great honor!",Trump,North Korea
2019-07-01,0.6125,"It was great being with Chairman Kim Jong Un of North Korea this weekend. We had a great meeting, he looked really well and very healthy - I look forward to seeing him again soon....",Trump,North Korea
2019-07-01,0.475,"Thank you to President Moon of South Korea for hosting the American Delegation and me immediately following the very successful G-20 in Japan. While there, it was great to call on Chairman Kim of North Korea to have our very well covered meeting. Good things can happen for all!",Trump,Japan
2019-07-01,0.475,"Thank you to President Moon of South Korea for hosting the American Delegation and me immediately following the very successful G-20 in Japan. While there, it was great to call on Chairman Kim of North Korea to have our very well covered meeting. Good things can happen for all!",Trump,North Korea
2019-07-01,0.44,Congratulations to Prime Minister Abe of Japan for hosting such a fantastic and well run G-20. There wasn't a thing that was missing or a mistake that was made. PERFECT! The people of Japan must be very proud of their Prime Minister.,Trump,Japan
2019-07-01,-0.15,".....why President Trump has to deal with North Korea the way it is now. He had to figure out what to do with the Korea mess. I think this is why the President deserves a lot of credit.""ù Harry Kazianis, Center for the National Interest. Thank you!",Trump,North Korea
2019-07-03,0.3625,Mexico is doing a far better job than the Democrats on the Border. Thank you Mexico!,Trump,Mexico
2019-07-03,0.02,"China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH, or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!",Trump,China
2019-07-03,-0.007954545,"Iran has just issued a New Warning. Rouhani says that they will Enrich Uranium to ""any amount we want""ù if there is no new Nuclear Deal. Be careful with the threats, Iran. They can come back to bite you like nobody has been bitten before!",Trump,Iran
2019-07-03,-0.24375,"Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States, and others who paid NOTHING, long before I became President - and they have now breached their stockpile limit. Not good!",Trump,Iran
2019-07-06,0.23,"Joe Biden is a reclamation project. Some things are just not salvageable. China and other countries that ripped us off for years are begging for him. He deserted our military, our law enforcement and our healthcare. Added more debt than all other Presidents combined. Won't win!",Trump,China
2019-07-10,-0.29,"Iran has long been secretly ""enriching,""ù in total violation of the terrible 150 Billion Dollar deal made by John Kerry and the Obama Administration. Remember, that deal was to expire in a short number of years. Sanctions will soon be increased, substantially!",Trump,Iran
2019-07-11,0.548148148,"Mexico is doing great at the Border, but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!",Trump,China
2019-07-11,0.548148148,"Mexico is doing great at the Border, but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!",Trump,Mexico
2019-07-11,-0.21875,"""It seems that the Brits and the French and the Germans are coming around to the idea that the Iranians are up to no good!""ù @BillHemmer @FoxNews",Trump,Iran
2019-07-12,0.24047619,"Tennessee loving Bill Hagerty, who was my Tennessee Victoy Chair and is now the very outstanding Ambassador to Japan, will be running for the U.S. Senate. He is strong on crime, borders &, our 2nd A. Loves our Military &, our Vets. Has my Complete &, Total Endorsement!",Trump,Japan
2019-07-12,0.065625,"....companies to come to the USA and to get companies that have left us for other lands to COME BACK HOME. We  stupidly lost 30% of our auto business to Mexico. If the Tariffs went on at the higher level, they would all come back, and fast. But very happy with the deal I made,...",Trump,Mexico
2019-07-12,-0.029166667,".....if Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar, except they devalue currency &, subsidize companies to lessen effect of 25% Tariffs. So far, little effect to consumers. Companies will relocate to U.S.",Trump,China
2019-07-12,-0.029166667,".....if Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar, except they devalue currency &, subsidize companies to lessen effect of 25% Tariffs. So far, little effect to consumers. Companies will relocate to U.S.",Trump,Mexico
2019-07-15,0.3625,"....with the U.S., and wishes it had not broken the original deal in the first place. In the meantime, we are receiving Billions of Dollars in Tariffs from China, with possibly much more to come. These Tariffs are paid for by China devaluing &, pumping, not by the U.S. taxpayer!",Trump,China
2019-07-15,0.190625,China's 2nd Quarter growth is the slowest it has been in more than 27 years. The United States Tariffs are having a major effect on companies wanting to leave China for non-tariffed countries. Thousands of companies are leaving. This is why China wants to make a deal....,Trump,China
2019-07-18,0.1,"I want to apprise everyone of an incident in the Strait of Hormuz today, involving #USSBoxer, a U.S. Navy amphibious assault ship. The BOXER took defensive action against an Iranian drone.... https://t.co/Zql6nAUGxF",Trump,Iran
2019-07-22,-0.167430556,"The Report of Iran capturing CIA spies is totally false. Zero truth. Just more lies and propaganda (like their shot down drone) put out by a Religious Regime that is Badly Failing and has no idea what to do. Their Economy is dead, and will get much worse. Iran is a total mess!",Trump,Iran
2019-07-23,0.370833333,"Farmers are starting to do great again, after 15 years of a downward spiral. The 16 Billion Dollar China ""replacement""ù money didn't exactly hurt!",Trump,China
2019-07-26,0.9765625,"There may or may not be National Security concerns with regard to Google and their relationship with China. If there is a problem, we will find out about it. I sincerely hope there is not!!!",Trump,China
2019-07-26,0.175,"France just put a digital tax on our great American technology companies. If anybody taxes them, it should be their home Country, the USA. We will announce a substantial reciprocal action on Macron's foolishness shortly. I've always said American wine is better than French wine!",Trump,France
2019-07-26,0,"Apple will not be given Tariff wavers, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs!",Trump,China
2019-07-26,0,"Apple will not be given Tariff waiver, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs!",Trump,China
2019-07-28,-0.433333333,"The Democrats are still doing the Russians dirty work as they continue to push the fake crime. Media credibility is now shot, Democrat credibility is shot, they've wasted over 100 hearings on a Hoax, they've done nothing on Infrastructure, drug prices, trade....@JesseBWatters",Trump,Russia
2019-07-29,0.04047619,"....countries that know how to play the game against the U.S. That's actually why the E.U. was formed....and for China, until now, the U.S. has been ""easy pickens.""ù The Fed has made all of the wrong moves. A small rate cut is not enough, but we will win anyway!",Trump,China
2019-07-29,0,"Just remember, the Iranians never won a war, but never lost a negotiation!",Trump,Iran
2019-07-29,-0.18375,"The E.U. and China will further lower interest rates and pump money into their systems, making it much easier for their manufacturers to sell product. In the meantime, and with very low inflation, our Fed does nothing - and probably will do very little by comparison. Too bad!",Trump,China
2019-07-30,0.225,"China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on its heels, and the United States is doing great. @AndyPuzder @MariaBartiromo",Trump,China
2019-07-30,0.015,"....vindication &, exoneration from the Russian, WikiLeaks and every other form of HOAX perpetrated by the DNC, Radical Democrats and others. This is really big ""stuff""ù especially coming from a highly respected judge who was appointed by President Clinton. The Witch Hunt Ends!",Trump,Russia
2019-07-30,-0.25,"China is doing very badly, worst year in 27 - was supposed to start buying our agricultural product now - no signs that they are doing so. That is the problem with China, they just don't come through. Our Economy has become MUCH larger than the Chinese Economy is last 3 years....",Trump,China
2019-07-31,0.466666667,"Such a great victory in court yesterday on the Russian Hoax, the greatest political scam in the history of our Country. TREASON! Hopefully, the Attorney Generel of the United States, and all of those working with him, will find out, in great detail, what happened. NEVER AGAIN!!!!",Trump,Russia
2019-07-31,-0.0625,"What the Market wanted to hear from Jay Powell and the Federal Reserve was that this was the beginning of a lengthy and aggressive rate-cutting cycle which would keep pace with China, The European Union and other countries around the world....",Trump,China
2019-08-01,0.409090909,"...We look forward to continuing our positive dialogue with China on a comprehensive Trade Deal, and feel that the future between our two countries will be a very bright one!",Trump,China
2019-08-01,0.166666667,"Congratulations to Kelly Knight Craft of #Kentucky on her confirmation as United Nations Ambassador. After having served so admirably as Ambassador to Canada, &, having done an outstanding job no matter how difficult the task, Kelly will be fantastic at the United Nations. Winner!",Trump,Canada
2019-08-01,0.110714286,"China, Iran &, other foreign countries are looking at the Democrat Candidates and ""drooling""ù over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump, NO WAY!",Trump,China
2019-08-01,0.110714286,"China, Iran &, other foreign countries are looking at the Democrat Candidates and ""drooling""ù over the small prospect that they could be dealing with them in the not too distant future. They would be able to rip off our beloved USA like never before. With President Trump, NO WAY!",Trump,Iran
2019-08-01,0,"Our representatives have just returned from China where they had constructive talks having to do with a future Trade Deal. We thought we had a deal with China three months ago, but sadly, China decided to re-negotiate the deal prior to signing. More recently, China agreed to...",Trump,China
2019-08-01,-0.25,"...during the talks the U.S. will start, on September 1st, putting a small additional Tariff of 10% on the remaining 300 Billion Dollars of goods and products coming from China into our Country. This does not include the 250 Billion Dollars already Tariffed at 25%...",Trump,China
2019-08-02,0.016666667,".....Chairman Kim does not want to disappoint me with a violation of trust, there is far too much for North Korea to gain - the potential as a Country, under Kim Jong Un's leadership, is unlimited. Also, there is far too much to lose. I may be wrong, but I believe that......",Trump,North Korea
2019-08-02,0,"Kim Jong Un and North Korea tested 3 short range missiles over the last number of days. These missiles tests are not a violation of our signed Singapore agreement, nor was there discussion of short range missiles when we shook hands. There may be a United Nations violation, but..",Trump,North Korea
2019-08-03,0.08125,"Things are going along very well with China. They are paying us Tens of Billions of Dollars, made possible by their monetary devaluations and pumping in massive amounts of cash to keep their system going. So far our consumer is paying nothing - and no inflation. No help from Fed!",Trump,China
2019-08-03,0.0625,"RT @KTHopkins: After a man is hacked to death in broad daylight by a Syrian migrant with a samurai sword, Merkel's media says ""differences...",Trump,Syria
2019-08-05,0.265625,"China dropped the price of their currency to an almost a historic low. It's called ""currency manipulation.""ù Are you listening Federal Reserve? This is a major violation which will greatly weaken China over time!",Trump,China
2019-08-05,0.166666667,"Based on the historic currency manipulation by China, it is now even more obvious to everyone that Americans are not paying for the Tariffs ""ì they are being paid for compliments of China, and the U.S. is taking in tens of Billions of Dollars! China has always....",Trump,China
2019-08-05,0.0625,"China is intent on continuing to receive the hundreds of Billions of Dollars they have been taking from the U.S. with unfair trade practices and currency manipulation. So one-sided, it should have been stopped many years ago!",Trump,China
2019-08-06,0.281416667,"Massive amounts of money from China and other parts of the world is pouring into the United States for reasons of safety, investment, and interest rates! We are in a very strong position. Companies are also coming to the U.S. in big numbers. A beautiful thing to watch!",Trump,China
2019-08-06,0.194642857,"As they have learned in the last two years, our great American Farmers know that China will not be able to hurt them in that their President has stood with them and done what no other president would do - And I'll do it again next year if necessary!",Trump,China
2019-08-06,0.184166667,"@sundarpichai of Google was in the Oval Office working very hard to explain how much he liked me, what a great job the Administration is doing, that Google was not involved with China's military, that they didn't help Crooked Hillary over me in the 2016 Election, and that they...",Trump,China
2019-08-06,0.184166667,".@sundarpichai of Google was in the Oval Office working very hard to explain how much he liked me, what a great job the Administration is doing, that Google was not involved with China's military, that they didn't help Crooked Hillary over me in the 2016 Election, &, that they...",Trump,China
2019-08-07,0.125,"""Three more Central Banks cut rates.""ù Our problem is not China - We are stronger than ever, money is pouring into the U.S. while China is losing companies by the thousands to other countries, and their currency is under siege - Our problem is a Federal Reserve that is too.....",Trump,China
2019-08-07,0.10125,"South Korea has agreed to pay substantially more money to the United States in order to defend itself from North Korea. Over the past many decades, the U.S. has been paid very little by South Korea, but last year, at the request of President Trump, South Korea paid $990,000,000..",Trump,North Korea
2019-08-07,-0.14,"Watching Sleepy Joe Biden making a speech. Sooo Boring! The LameStream Media will die in the ratings and clicks with this guy. It will be over for them, not to mention the fact that our Country will do poorly with him. It will be one big crash, but at least China will be happy!",Trump,China
2019-08-08,-0.226666667,"Iran is in serious financial trouble. They want desperately to talk to the U.S., but are given mixed signals from all of those purporting to represent us, including President Macron of France....",Trump,France
2019-08-08,-0.226666667,"Iran is in serious financial trouble. They want desperately to talk to the U.S., but are given mixed signals from all of those purporting to represent us, including President Macron of France....",Trump,Iran
2019-08-10,0.26,"China wants to make a deal so badly. Thousands of companies are leaving because of the Tariffs, they must stem the flow. At the same time China may be hoping for a Democrat to win so they could continue the great ripoff of America, &, the theft of hundreds of Billions of $'s!",Trump,China
2019-08-10,0.2125,"....also a small apology for testing the short range missiles, and that this testing would stop when the exercises end. I look forward to seeing Kim Jong Un in the not too distant future! A nuclear free North Korea will lead to one of the most successful countries in the world!",Trump,North Korea
2019-08-12,0.0328125,"The United States is learning much from the failed missile explosion in Russia. We have similar, though more advanced, technology. The Russian ""Skyfall""ù explosion has people worried about the air around the facility, and far beyond. Not good!",Trump,Russia
2019-08-13,0.108333333,"As usual, China said they were going to be buying ""big""ù from our great American Farmers. So far they have not done what they said. Maybe this will be different!",Trump,China
2019-08-13,-0.03125,"Through massive devaluation of their currency and pumping vast sums of money into their system, the tens of billions of dollars that the U.S. is receiving is a gift from China. Prices not up, no inflation. Farmers getting more than China would be spending. Fake News won't report!",Trump,China
2019-08-14,0.281944444,"Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and ""pouring""ù money into their system. The American consumer is fine with or without the September date, but much good will come from the short.....",Trump,China
2019-08-14,0.263055556,"I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a ""tough business.""ù I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem, he can do it. Personal meeting?",Trump,China
2019-08-14,0.1775,"..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!",Trump,China
2019-08-14,0.074074074,"We are winning, big time, against China. Companies &, jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much &, too fast. Now too slow to cut....",Trump,China
2019-08-14,0.069791667,"..Spread is way too much as other countries say THANK YOU to clueless Jay Powell and the Federal Reserve. Germany, and many others, are playing the game! CRAZY INVERTED YIELD CURVE! We should easily be reaping big Rewards &, Gains, but the Fed is holding us back. We will Win!",Trump,Germany
2019-08-15,0,Biden doesn't have a clue! I will solve the China problem. https://t.co/v0sAoVEAoB,Trump,China
2019-08-15,-0.035714286,"""If they don't get this Trade Deal with the U.S. done, China could have it first recession (or worse!) in years. There's disinvestment in China right now. Also, the Fed is too tight (I agree).""ù Steve Moore, Heritage Foundation",Trump,China
2019-08-15,-0.053333333,"The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade, and everyone knows that, including China!",Trump,China
2019-08-17,0,"RT @steph93065: In 2016, Trump voters were DeplorableIn 2017, Trump voters were RussiansIn 2018, Trump voters were NazisIn 2019, Trum...",Trump,Russia
2019-08-18,0.25,"We are doing very well with China, and talking!",Trump,China
2019-08-18,0.249206349,"Our economy is the best in the world, by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down, China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!",Trump,China
2019-08-18,-0.177272727,"The Failing New York Times, in one of the most devastating portrayals of bad journalism in history, got caught by a leaker that they are shifting  from their Phony Russian Collusion Narrative (the Mueller Report &, his testimony were a total disaster), to a Racism Witch Hunt.....",Trump,Russia
2019-08-19,0.65,"Great discussion with Prime Minister @BorisJohnson today. We talked about Brexit and how we can move rapidly on a US-UK free trade deal. I look forward to meeting with Boris this weekend, at the @G7, in France!",Trump,France
2019-08-21,0.093611111,"So Germany is paying Zero interest and is actually being paid to borrow money, while the U.S., a far stronger and more important credit, is paying interest and just stopped (I hope!) Quantitative Tightening. Strongest Dollar in History, very tough on exports. No Inflation!.....",Trump,Germany
2019-08-21,0.040515873,"Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He's like a golfer who can't putt, has no touch. Big U.S. growth if he does the right thing, BIG CUT - but don't count on him! So far he has called it wrong, and only let us down....",Trump,China
2019-08-22,0.338095238,"The Economy is doing really well. The Federal Reserve can easily make it Record Setting! The question is being asked, why are we paying much more in interest than Germany and certain other countries? Be early (for a change), not late. Let America win big, rather than just win!",Trump,Germany
2019-08-22,0.188541667,"Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not allow us to do what we must do. They put us at a disadvantage against our competition. Strong Dollar, No Inflation! They move like quicksand. Fight or go home!",Trump,Germany
2019-08-23,0.8,"....your companies HOME and making your products in the USA. I will be responding to China's Tariffs this afternoon. This is a GREAT opportunity for the United States. Also, I am ordering all carriers, including Fed Ex, Amazon, UPS and the Post Office, to SEARCH FOR &, REFUSE,....",Trump,China
2019-08-23,0.335,"For many years China (and many other countries) has been taking advantage of the United States on Trade, Intellectual Property Theft, and much more. Our Country has been losing HUNDREDS OF BILLIONS OF DOLLARS a year to China, with no end in sight....",Trump,China
2019-08-23,0.321428571,"....Sadly, past Administrations have allowed China to get so far ahead of Fair and Balanced Trade that it has become a great burden to the American Taxpayer. As President, I can no longer allow this to happen! In the spirit of achieving Fair Trade, we must Balance this very....",Trump,China
2019-08-23,0.266666667,"....better off without them. The vast amounts of money made and stolen by China from the United States, year after year, for decades, will and must STOP. Our great American companies are hereby ordered to immediately start looking for an alternative to China, including bringing..",Trump,China
2019-08-23,0.04375,"Our Country has lost, stupidly, Trillions of Dollars with China over many years. They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year, &, they want to continue. I won't let that happen! We don't need China and, frankly, would be far....",Trump,China
2019-08-23,0.034090909,"...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States product (politically motivated!). Starting on October 1st, the 250 BILLION DOLLARS of goods and products from China, currently being taxed at 25%, will be taxed at 30%...",Trump,China
2019-08-23,0,"....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100,000 Americans a year. President Xi said this would stop - it didn't. Our Economy, because of our gains in the last 2 1/2 years, is MUCH larger than that of China. We will keep it that way!",Trump,China
2019-08-23,0,"...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from September 1st at 10%, will now be taxed at 15%. Thank you for your attention to this matter!",Trump,China
2019-08-24,1,Looking forward to being with great leaders in France! Leaving soon. https://t.co/hUd66sKFU2,Trump,France
2019-08-24,0.534,"France and President @EmanuelMacrone have done a really great job thus far with a very important G-7. Lunch with Emanuel was the best meeting we have yet had. Likewise, evening meeting with World Leaders went very well. Progress being made!",Trump,France
2019-08-24,0.534,"France and President @EmmanuelMacron have done a really great job thus far with a very important G-7. Lunch with Emmanuel was the best meeting we have yet had. Likewise, evening meeting with World Leaders went very well. Progress being made!",Trump,France
2019-08-24,-0.10625,"For all of the Fake News Reporters that don't have a clue as to what the law is relative to Presidential powers, China, etc., try looking at the Emergency Economic Powers Act of 1977. Case closed!",Trump,China
2019-08-24,-0.129166667,"When I looked up to the sky and jokingly said ""I am the chosen one,""ù at a press conference two days ago, referring to taking on Trade with China, little did I realize that the media would claim that I had a ""Messiah complex.""ù They knew I was kidding, being sarcastic, and just....",Trump,China
2019-08-25,1,"Great working breakfast this morning with Prime Minister @BorisJohnson at the H√¥tel du Palais in Biarritz, France! #G7Biarritz https://t.co/ISQRFz7kJO",Trump,France
2019-08-25,1,"Great meetings at the @G7 in Biarritz, France! #G7Biarritz https://t.co/OdA4SQxUYf",Trump,France
2019-08-25,0.325,"Big Trade Deal just agreed to with Prime Minister Abe of Japan. Will be great for our Farmers, Ranchers and more. Really big Corn purchase!",Trump,Japan
2019-08-25,-0.171875,"In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders, and many others, are getting a major case study of Fake News at it's finest! They've got it all wrong, from Iran, to China Tariffs, to Boris!",Trump,China
2019-08-25,-0.171875,"In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders, and many others, are getting a major case study of Fake News at it's finest! They've got it all wrong, from Iran, to China Tariffs, to Boris!",Trump,France
2019-08-25,-0.171875,"In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders, and many others, are getting a major case study of Fake News at it's finest! They've got it all wrong, from Iran, to China Tariffs, to Boris!",Trump,Iran
2019-08-25,-0.644444444,"Before I arrived in France, the Fake and Disgusting News was saying that relations with the 6 others countries in the G-7 are very tense, and that the two days of meetings will be a disaster. Just like they are trying to force a Recession, they are trying to ""will""ù America into..",Trump,France
2019-08-26,1,"Great meeting this morning with President @AlsisiOfficial of Egypt at the H√¥tel du Palais in Biarritz, France! #G7Summit https://t.co/zLMcgQtPdR",Trump,France
2019-08-26,1,"Just wrapped up a great meeting with my friend Prime Minister @NarendraModi of India at the #G7Summit in Biarritz, France! https://t.co/q0NOnEcjFO",Trump,France
2019-08-26,0.25,"Very productive meeting with Angela Merkel, the Chancellor of the Federal Republic of Germany, at the #G7Summit in Biarritz, France! https://t.co/ShhIRLlG9I",Trump,France
2019-08-26,0.25,"Very productive meeting with Angela Merkel, the Chancellor of the Federal Republic of Germany, at the #G7Summit in Biarritz, France! https://t.co/ShhIRLlG9I",Trump,Germany
2019-08-26,0,THANK YOU FRANCEüá∫üá∏üá´üá∑#G7Biarritz https://t.co/AHaCT7d5eY,Trump,France
2019-08-27,0.32,The G-7 was a great success for the USA and all. LameStream Media coverage bore NO relationship to what actually happened in France - FAKE NEWS. It was GREAT!,Trump,France
2019-08-27,0.125,"The G7 in France was so successful, and yet when I came back and read the Corrupt and Fake News, and watched numerous networks, it was not even recognizable from what actually took place at the Great G7 event!",Trump,France
2019-08-27,0.014583333,"Just returned to Washington from France and the very successful G-7, only to find that the Fake News is still trying to perpetuate the phony story that I wanted to use Nuclear weapons to blow up hurricanes before they reach shore. This is so ridiculous, never happened!",Trump,France
2019-08-28,0.025,"So interesting to read and see all of the free and interesting advice I am getting on China, from people who have tried to handle it before and failed miserably - In fact, they got taken to the cleaners. We are doing very well with China. This has never happened to them before!",Trump,China
2019-08-28,-0.07,"Our Federal Reserve cannot ""mentally""ù keep up with the competition - other countries. At the G-7 in France, all of the other Leaders were giddy about how low their Interest Costs have gone. Germany is actually ""getting paid""ù to borrow money - ZERO INTEREST PLUS! No Clue Fed!",Trump,France
2019-08-28,-0.07,"Our Federal Reserve cannot ""mentally""ù keep up with the competition - other countries. At the G-7 in France, all of the other Leaders were giddy about how low their Interest Costs have gone. Germany is actually ""getting paid""ù to borrow money - ZERO INTEREST PLUS! No Clue Fed!",Trump,Germany
2019-08-29,0.003333333,"....for the most ridiculous claim of all, that Russia, Russia, Russia, or Russian oligarchs, co-signed loan documents for me, a guarantee. Totally false, as is virtually everything else he, and much of the rest of the LameStream Media, has said about me for years. ALL APOLOGIZE!",Trump,Russia
2019-08-30,0.566666667,The United States of America was not involved in the catastrophic accident during final launch preparations for the Safir SLV Launch at Semnan Launch Site One in Iran. I wish Iran best wishes and good luck in determining what happened at Site One. https://t.co/z0iDj2L0Y3,Trump,Iran
2019-08-30,0.028125,"General Motors, which was once the Giant of Detroit, is now one of the smallest auto manufacturers there. They moved major plants to China, BEFORE I CAME INTO OFFICE. This was done despite the saving help given them by the USA. Now they should start moving back to America again?",Trump,China
2019-08-31,0.021428571,"Just watched Congresswoman Debbie Dingell, and many other Democrats, wanting to give up on our very successful Trade battle with China, which has had its worst Economic year in memory (and getting worse). We are taking in $Billions. Will be big for Farmers and ALL!",Trump,China
2019-08-31,-0.216666667,"Being scolded by failed former ""Intelligence""ù officials, like James Clapper, on my condolences to Iran on their failed Rocket launch. Sadly for the United States, guys like him, Comey, and the even dumber John Brennan, don't have a clue. They really set our Country back,....",Trump,Iran
2019-09-01,0.049206349,"Peter Morici, Economist: Tariffs will not impact American consumers that much because the Chinese currency has gone down, which gives our importers a discount. Importers can find suppliers outside of China. Absolutely worth it, we don't want to be servants to the Chinese! This...",Trump,China
2019-09-01,0,....is about American Freedom. Redirect the supply chain. There is no reason to buy everything from China!,Trump,China
2019-09-03,0.55625,"....And then, think what happens to China when I win. Deal would get MUCH TOUGHER! In the meantime, China's Supply Chain will crumble and businesses, jobs and money will be gone!",Trump,China
2019-09-03,0.257272727,"We are doing very well in our negotiations with China. While I am sure they would love to be dealing with a new administration so they could continue their practice of ""ripoff USA""ù($600 B/year),16 months PLUS is a long time to be hemorrhaging jobs and companies on a long-shot....",Trump,China
2019-09-03,-0.145833333,"For all of the ""geniuses""ù out there, many who have been in other administrations and ""taken to the cleaners""ù by China, that want me to get together with the EU and others to go after China Trade practices remember, the EU &, all treat us VERY unfairly on Trade also. Will change!",Trump,China
2019-09-03,-0.20375,"Germany, and so many other countries, have negative interest rates, ""they get paid for loaning money,""ù and our Federal Reserve fails to act! Remember, these are also our weak currency competitors!",Trump,Germany
2019-09-04,0.5,"""U.S. Winning Trade War With China In Dollars.""ù CNBC",Trump,China
2019-09-04,0.25,"....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They're sitting there and saying, gee, are we next? Maybe you are! We've got to change the rules. The U.S. can't defend the world and pay for it........",Trump,China
2019-09-04,0.25,"....Trump is doing to China is not lost on the rest of the world. Europe has had among the most protectionist policies forever. They're sitting there and saying, gee, are we next? Maybe you are! We've got to change the rules. The U.S. can't defend the world and pay for it....",Trump,China
2019-09-04,0.25,1. Which country has the largest carbon emission reduction?AMERICA!2. Who has dumped the most carbon into the air?   CHINA!3. 91% of the world's population are exposed to air pollution above the World Health Organization's suggested level.   NONE ARE IN THE U.S.A.!,Trump,China
2019-09-04,0.193611111,"""The Chinese are very adept at not accepting anything. You've got to be very tough, and that's what Trump is doing. It's in China's interest to correct, and I think we'll end up with a solution that's dramatically better than we have today. Frankly, I think the impact of what....",Trump,China
2019-09-04,0.193611111,"""The Chinese are very adept at not accepting anything. You've got to be very tough, and that's what Trump is doing. It's in China's interest to correct, and I think we'll end up with a solution that's dramatically better than we have today. Frankly, I think the impact of what...",Trump,China
2019-09-06,0.14375,"""China is eating the Tariffs.""ù Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers, No Inflation(Fed). China having worst year in decades. Talks happening, good for all!",Trump,China
2019-09-07,0.343571429,"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Congratulations to both countries!",Trump,Russia
2019-09-07,0.343571429,"Russia and Ukraine just swapped large numbers of prisoners. Very good news, perhaps a first giant step to peace. Congratulations to both countries!",Trump,Ukraine
2019-09-07,0.175,"""In 22 years of patrolling our Southern Border, I have never seen Mexico act like a true Border Security Partner until President Trump got involved, and now they are stepping up to the plate and doing what they need to do.""ù Brandon Judd, National Border Patrol",Trump,Mexico
2019-09-07,0.0390625,"China just enacted a major stimulus plan. With all the Tariffs THEY are paying to the USA, Billions and Billions of Dollars, they need it! In the meantime, our Federal Reserve sits back and does NOTHING!",Trump,China
2019-09-11,0.061805556,"""China suspends Tariffs on some U.S. products. Being hit very hard, supply chains breaking up as many companies move, or look to move, to other countries. Much more expensive to China than originally thought.""ù @CNBC  @JoeSquawk",Trump,China
2019-09-11,-0.046759259,"....This is a phony suppression poll, meant to build up their Democrat partners. I haven't even started campaigning yet, and am constantly fighting Fake News like Russia, Russia, Russia. Look at North Carolina last night. Dan Bishop, down big in the Polls, WINS. Easier than 2016!",Trump,Russia
2019-09-11,-0.125,"At the request of the Vice Premier of China, Liu He, and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary....",Trump,China
2019-09-12,0.175,"I had an excellent telephone conversation with Andr√©s Manuel L√≥pez Obrador, President of Mexico, talking about Southern Border Security, and various other things of mutual interest for the people of our respective countries....",Trump,Mexico
